iter	Logloss	Accuracy
171	0.1641138605	0.9495078965
172	0.1639729816	0.9496910048
173	0.1638648307	0.9496452277
174	0.1637602414	0.9496910048
175	0.163680013	0.9497825589
176	0.1636590995	0.9497367819
177	0.1635776469	0.9500572213
178	0.1635553696	0.9499656672
179	0.163439345	0.9498741131
180	0.1633841983	0.9499198901
181	0.1633300881	0.949828336
182	0.1632661399	0.949828336
183	0.1632043011	0.9498741131
184	0.1631672894	0.9497825589
185	0.1631383021	0.9497367819
186	0.1630472731	0.9497825589
187	0.1629924944	0.949828336
188	0.1628858349	0.9499198901
189	0.1628155526	0.9498741131
190	0.1627928322	0.9499198901
191	0.162731378	0.9499198901
192	0.1626603245	0.9498741131
193	0.1625902293	0.9499656672
194	0.1625473752	0.9499656672
195	0.1625021148	0.9500572213
196	0.1624082274	0.9501487755
197	0.1623407857	0.9501945525
198	0.1623336159	0.9501945525
199	0.1622746979	0.9503318837
200	0.1622423807	0.9503318837
201	0.162140645	0.9501487755
202	0.1621064986	0.9502403296
203	0.1620203817	0.9501945525
204	0.1619996517	0.9502861067
205	0.1619236038	0.9504234379
206	0.1618688759	0.9503318837
207	0.161825294	0.9504234379
208	0.1618124742	0.9503776608
209	0.1617649531	0.9504234379
210	0.1616821094	0.9503776608
211	0.1616238018	0.9504234379
212	0.161559016	0.9503776608
213	0.1614812474	0.9504234379
214	0.1614812472	0.9504234379
215	0.1614066133	0.9505607691
216	0.1613493044	0.9506065461
217	0.1612996285	0.9506065461
218	0.1612381621	0.9506065461
219	0.1611944501	0.9506523232
220	0.1611178352	0.9506981003
221	0.1610898898	0.9506065461
222	0.161046408	0.9506065461
223	0.1609610756	0.9506523232
224	0.1608909995	0.9506523232
225	0.1608507825	0.9506981003
226	0.1607908569	0.9506981003
227	0.1607400284	0.9507438773
228	0.160657669	0.9508354314
229	0.1606295713	0.9508812085
230	0.1606173255	0.9509727626
231	0.1605713869	0.9510643168
232	0.1605446379	0.9510643168
233	0.1604438263	0.9510643168
234	0.1604351897	0.9510643168
235	0.1603563326	0.9509727626
236	0.1603058381	0.9509727626
237	0.1602735609	0.9509727626
238	0.1602477421	0.9510185397
239	0.1601949821	0.9510643168
240	0.160152675	0.9510643168
241	0.1601055776	0.9510643168
242	0.160009751	0.9509727626
243	0.1599984478	0.9509727626
244	0.1599666521	0.9509727626
245	0.1599519821	0.9510185397
246	0.1598668923	0.9510185397
247	0.1598576921	0.9510185397
248	0.1598452182	0.9510185397
249	0.159821942	0.9510643168
250	0.1597384679	0.9511100938
251	0.1597158807	0.9510643168
252	0.1596156046	0.9510643168
253	0.1595913136	0.9510185397
254	0.1595642464	0.9509727626
255	0.1595393873	0.9509727626
256	0.1594900521	0.9510185397
257	0.1594677998	0.9510643168
258	0.159426483	0.9510643168
259	0.1593910704	0.9510643168
260	0.1593810025	0.9511558709
261	0.1593448242	0.9511100938
262	0.1593350715	0.9511100938
263	0.1592874737	0.951247425
264	0.1592483651	0.951201648
265	0.1591509515	0.9513389792
266	0.1591194386	0.9514305333
267	0.1591029536	0.9514763104
268	0.1590614824	0.9515220874
269	0.1590521026	0.9515220874
270	0.1590059614	0.9515220874
271	0.1589870868	0.9516136416
272	0.1589466225	0.9516594186
273	0.1589166221	0.9516594186
274	0.1588963912	0.9517051957
275	0.1588543002	0.9516136416
276	0.1587576278	0.9517509728
277	0.1587384026	0.9517509728
278	0.1587279147	0.9517509728
279	0.1587067764	0.9517051957
280	0.1586793312	0.9517051957
281	0.1586525581	0.9517509728
282	0.158629695	0.9516594186
283	0.1586101073	0.9516594186
284	0.1586040696	0.9516594186
285	0.1585581867	0.9517509728
286	0.1585132295	0.9518425269
287	0.1584936119	0.9518425269
288	0.1584749352	0.9518425269
289	0.1584643732	0.9517967498
290	0.1583750867	0.951888304
291	0.1583124972	0.9518425269
292	0.1582350218	0.9519798581
293	0.158219081	0.951934081
294	0.1581372391	0.951888304
295	0.1581198837	0.9517967498
296	0.1580995493	0.9519798581
297	0.1580313829	0.9519798581
298	0.1580205047	0.951888304
299	0.1580056948	0.9520256352
6572484	0.9519842541
298	0.1586021249	0.9519842541
299	0.158570267	0.9519842541
	0.9519820562
